,1580_and_28111_and_47879,143393_and_147802_and_488,421767_and_425941_and_53408,28126_and_376806_and_671267,1547_and_511_and_56810,1010_and_41276_and_999468,191295_and_2173_and_285,1401_and_290588_and_481743,38286_and_38304_and_441500,157687_and_228604_and_29466,1888_and_67269_and_83617,28130_and_386414_and_76517,118748_and_1308_and_1613,1467_and_182710_and_28025,106648_and_329854_and_452084,29360_and_39483_and_84030,1223514_and_1532_and_38288,1311_and_1746653_and_28118,1280_and_1282_and_28446,137732_and_29461_and_310300,1844653_and_202611_and_28127,1267_and_1379_and_216935,1254_and_187452_and_2741,108980_and_79880_and_871324,1710_and_28091_and_41976,1144673_and_216778_and_40216,136857_and_310514_and_626932,225991_and_290309,370979_and_490189,1034636_and_1670_and_588,1113609_and_28454,271420_and_28090,28135_and_477666,1646377_and_34038_and_70775,184870_and_305719,38304_and_441500,41276_and_999468,143393_and_488,28126_and_671267,386414_and_76517,1535_and_28137_and_589437,421767_and_53408,153721_and_1611423_and_40214,39497_and_40681_and_585,196024_and_34087,179995_and_33935_and_38986,245_and_405446,13690_and_626931_and_88688,1467_and_28025,1453492_and_243924,106654_and_471,187491_and_33029,1661050_and_239974,1401_and_290588,1506_and_28125_and_901,43675_and_726_and_860,1260_and_1859290_and_36874,1661032_and_47877,1547_and_56810,351091_and_376804_and_93064,29552_and_35825_and_840,316_and_454155_and_53412,293_and_32013_and_80866,1844653_and_28127,67269_and_83617,33031_and_470_and_582,308892_and_40324_and_487698,1254_and_2741,102862_and_1408_and_584,1746653_and_28118,202956_and_29430,137732_and_29461,351091_and_376804,1710_and_41976,1487956_and_52787_and_818,76759_and_83263,1504_and_39489,191295_and_285,48296_and_487316,216778_and_40216,216947_and_423605,1223514_and_38288,199_and_28132_and_39778,1148157_and_52226_and_626930,1280_and_1282,1727_and_191493,1267_and_216935,79880_and_871324,52787_and_818,237258_and_328814_and_905,1827099_and_33034,1590_and_483012,179995_and_33935,29360_and_84030,79883_and_84032,208479_and_35833_and_358742,136857_and_626932,1646377_and_34038,1358_and_1515_and_46228,626931_and_88688,39497_and_40681,1510_and_29348_and_341225,316_and_454155,228604_and_29466,1670_and_588,33039_and_387661,28128_and_53363,43675_and_726,1691_and_28026_and_633701,284042_and_328812_and_387090,102862_and_584,153721_and_40214,1902_and_218538_and_309120,1260_and_1859290,251535_and_287_and_410072,470_and_582,293_and_32013,138595_and_1623,199_and_39778,589436_and_77095_and_839,29552_and_35825,1755626_and_291644_and_33043,308892_and_40324,166486_and_45254,1584_and_1630_and_39484,169435_and_214856_and_36848,1148157_and_626930,237258_and_328814,122355_and_1463864_and_317,189722_and_53440,78342_and_82135,261299_and_574375,1902_and_218538,60133_and_729,118748_and_1308,284042_and_387090,1691_and_28026,1755626_and_33043,589436_and_77095,251535_and_287,28116_and_40518_and_821,1264_and_1465754_and_69825,329854_and_452084,1535_and_589437,2139_and_44749_and_45851,294_and_39492_and_882211,122355_and_1463864,163202_and_310297_and_310298,28111_and_47879,29348_and_341225,1515_and_46228,1463837_and_301301_and_39485,29355_and_487175_and_817,1633_and_216816_and_40520,165179_and_187327_and_39029,1264_and_69825,46503_and_47678_and_57706,39492_and_882211,28116_and_821,397865_and_820_and_879,301301_and_39485,204516_and_2088_and_46506,310297_and_310298,163877_and_239935_and_454154,165179_and_187327,216816_and_40520,246787_and_328813,46503_and_47678,487175_and_817,397865_and_820,1113922_and_28117_and_823,1735_and_78346,239935_and_454154,1506_and_28125,204516_and_46506,33038_and_59310,1584_and_1630,169435_and_36848,28117_and_823,228603_and_28136,1582_and_1597,2139_and_45851,208479_and_358742,1303_and_28037
ERR2057228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27887738984154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.661254323169481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9471314234254997,-0.99153593841344,0.0,0.0,-2.58177114190776,0.0,0.0,0.0,0.0,0.0,0.0,-2.8606580760305502,0.0,0.0,0.0,-4.84690874459575,0.0,-2.76369606765089,0.0,0.0,0.0,0.0,4.471758791299361,0.0,0.232067747711071,-2.5156623712461803,4.95480513076715,0.0,0.0,4.786862005849651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35725504168758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR2091828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05751990497195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39208867259934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.143219117152061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5637290129957098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.32336520223482,0.0,0.0,0.0,0.0,0.0,0.0,-1.99737603587365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.02418657480825,0.0,0.0,-2.29206332835893,0.0,0.0,0.0,0.0,-4.0345647199815895,3.4595567759536805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4836779221104504,0.0,0.0,0.14583649968638399,3.96997013888309,0.0,0.0,0.0,0.0,0.0,4.3018563507323995,0.0,0.0,0.0,0.0,0.0,-2.15637474100615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73495061158082,0.0,0.0,0.0,0.0,0.0
ERR2091834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12839516227489,0.0,0.0,0.0,0.0,-1.93687567352171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3547670744837896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1081152619141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.39809174272704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.65136274184659,0.0,0.0,0.0,0.0,-1.14624600714488,0.0,0.0,0.0,-1.91320281719533,0.0,0.0,-2.53262012510481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7777627107371003,-3.31376448456622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5432769539357905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.68648855964391,0.0,0.0,0.0,0.0,0.0,-3.40288881218319,0.0,-4.38662673295298,0.0,0.0
ERR2091836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91872496492449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.82214910359186,0.0,0.0,0.0,-3.78219803628101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3233291250000296,0.0,0.0,0.0,0.0,0.0,3.9765754900988703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6201564415249505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1613627940994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0113302521809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.253126550562716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8220725660621002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.15592225949695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR2091837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29232876649378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.954838803615348,0.0,0.0,0.0,0.0,0.0,-1.62715247047171,0.0,0.0,0.0,0.0,0.0,0.0,-1.05743769117949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01503653462676,2.2383790836500497,0.0,-1.65382932090007,-1.8315358069612,0.0,2.81831075051822,-1.07228436650366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4097744807693202,0.0,0.0,0.0,-0.9139795840457259,0.0,-1.85725100294615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5830590766478703,2.4418010279065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR2091839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6160423324291298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7528601198477407,0.0,0.0,0.0,5.01896755096396,0.0,0.0,0.0,0.0,0.0,0.0,-4.53111823451825,0.0,0.0,0.0,0.0,-4.76809359370644,0.0,0.0,0.0,-2.89816886001311,0.0,0.0,5.02882467551481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.01977571445668,-2.45283979923432,0.0,0.0,-2.60223149053125,0.0,0.0,0.0,-3.37843642564515,0.0,0.0,0.0,4.24844315510089,0.0,4.50719715465581,-2.4762095282928,0.0,5.851623539358799,0.0,0.0,0.0,0.0,0.0,-4.2889207131893,0.0,0.0,0.0,0.0,0.0
ERR2091840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.31422230148691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00835060618432,0.0,-2.19175974182068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7962392308174597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3539110344401,0.0,0.0,0.0,0.0,0.0,0.0,-2.7835634832437797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.82127337907162,0.0,4.07709350814726,0.0,-2.14601334053184,0.0,0.0,0.0,0.0,0.0,-2.8250506996524,0.0,0.0,0.0,0.0,0.0,-2.37100191403998,0.0,-3.71700413952177,-2.40403660249184,0.0,0.0,-2.4790410509667002,0.0,0.0,-4.89313134575595,0.0,0.0,4.10669577996031,0.0,4.16391353877113,0.0,4.293825054323269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR2091843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5088342284530603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34542835144856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5523119497557403,0.0,0.0,0.0,0.0,0.0,0.0,-2.71764350801504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.707096632741769,0.0,4.42073397374212,-2.9382852617799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3794946668291805,0.0,-5.08925936053361,-3.10582373277237,0.0,0.0,0.0,0.0,0.0,0.0,-3.8271065690482797,0.45988127757926295,0.0,5.37944450451498,-2.1824004416467897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.780028447393,0.0,0.0,0.0,0.0,0.0
ERR2091846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43345261838454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21486357285354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.742414924271049,-2.9584196900211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.08051330755355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.12413321322872,0.0,-5.335605562074799,0.0,0.0,0.0,0.0,0.0,0.0,-2.61331728844262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12890536898112,0.0,-2.42622572670943,0.0,0.0,0.0,0.0,0.0,0.0,-2.25085855015014,5.41942307115035,0.0,0.0,-4.20234622929146,0.0,0.0,0.0,0.0,-3.89860136951086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.52639831988074,0.0,0.0
ERR2091848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22537596438864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8544642362637096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3616255551238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.822506257496361,0.0,0.0,-2.8422941890705697,-2.2650288246818,0.0,0.0,0.0,0.0,0.0,-2.3337983389160497,0.0,0.0,0.0,0.0,0.0,0.0,-3.3187050636213193,-3.9231450049568903,-2.42988374300157,0.0,4.922997945528009,0.0,0.0,-2.58383605448448,-4.04225729762245,-2.28091004037015,5.748165785528231,0.0,0.0,4.20868209936435,0.0,0.0,0.0,0.0,-3.95065207741508,0.0,-4.47533532479543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR2091852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8115323740847502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.79626857486538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.11122843570618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0850343088850303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6113853585131204,0.0,0.0,-3.8187138168810697,0.0,3.13766611147066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7147770482201201,0.0,0.0,0.0,0.0,0.0,0.37834216756717,-2.58789710676512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97008097117024,4.48236927367768,-3.3432041167141495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0822079098972657,0.0,0.0,0.0,0.0,0.0
ERR2091856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.62620221028087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.548715659156151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2168491168515403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.571746110669951,0.0,0.0,-5.5427962420615104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2868301558513402,-5.131064444971599,0.0,-2.4468479892667,0.0,-3.02719864354428,0.0,0.0,0.0,0.0,0.0,0.11100114033723701,-2.34506444868531,0.0,5.24326185522228,0.0,4.23806503580768,0.0,0.0,0.0,-4.06177077214646,0.0,0.0,0.0,0.0,0.0
ERR2091857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.57114023942231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45334552806424,0.0,-2.24100551258192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88153540783381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39598610313262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32467047179539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.75849817557361,0.0,0.0,-2.60281672381446,0.0,0.0,0.0,-2.4120525544052995,0.0,0.0,0.0,0.0,0.0,4.14996966485466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.50821080843662,-2.71864941345738,0.0,0.0,0.0,-2.3159594158078303,0.0,0.0,4.4204510048427,0.0,0.0,4.708838912075519,0.0,0.0,4.01135937644669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17779757475627,0.0,0.0
ERR2091858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.09716315647282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.364443946341329,0.0,0.0,-5.64518264128243,0.0,0.0,0.0,0.0,0.0,0.0,-2.5308411961017203,0.0,0.0,0.0,-2.3181768281545003,0.0,0.0,0.0,0.0,-2.84709925903613,0.0,1.30508503892275,-2.88246989672041,4.01520004729246,-2.31900472685328,4.38354553753657,0.0,0.0,0.0,0.0,-4.9313205708422805,0.0,4.99258431240756,-2.38028053531865,0.0,0.0,0.0,4.01663400990227,0.0,0.0,0.0,-4.12276682343914,0.0,0.0,0.0,0.0,0.0
