,1580_and_28111_and_47879,143393_and_147802_and_488,421767_and_425941_and_53408,28126_and_376806_and_671267,1547_and_511_and_56810,1010_and_41276_and_999468,191295_and_2173_and_285,1401_and_290588_and_481743,38286_and_38304_and_441500,157687_and_228604_and_29466,1888_and_67269_and_83617,28130_and_386414_and_76517,118748_and_1308_and_1613,1467_and_182710_and_28025,106648_and_329854_and_452084,29360_and_39483_and_84030,1223514_and_1532_and_38288,1311_and_1746653_and_28118,1280_and_1282_and_28446,137732_and_29461_and_310300,1844653_and_202611_and_28127,1267_and_1379_and_216935,1254_and_187452_and_2741,108980_and_79880_and_871324,1710_and_28091_and_41976,1144673_and_216778_and_40216,136857_and_310514_and_626932,225991_and_290309,370979_and_490189,1034636_and_1670_and_588,1113609_and_28454,271420_and_28090,28135_and_477666,1646377_and_34038_and_70775,184870_and_305719,38304_and_441500,41276_and_999468,143393_and_488,28126_and_671267,386414_and_76517,1535_and_28137_and_589437,421767_and_53408,153721_and_1611423_and_40214,39497_and_40681_and_585,196024_and_34087,179995_and_33935_and_38986,245_and_405446,13690_and_626931_and_88688,1467_and_28025,1453492_and_243924,106654_and_471,187491_and_33029,1661050_and_239974,1401_and_290588,1506_and_28125_and_901,43675_and_726_and_860,1260_and_1859290_and_36874,1661032_and_47877,1547_and_56810,351091_and_376804_and_93064,29552_and_35825_and_840,316_and_454155_and_53412,293_and_32013_and_80866,1844653_and_28127,67269_and_83617,33031_and_470_and_582,308892_and_40324_and_487698,1254_and_2741,102862_and_1408_and_584,1746653_and_28118,202956_and_29430,137732_and_29461,351091_and_376804,1710_and_41976,1487956_and_52787_and_818,76759_and_83263,1504_and_39489,191295_and_285,48296_and_487316,216778_and_40216,216947_and_423605,1223514_and_38288,199_and_28132_and_39778,1148157_and_52226_and_626930,1280_and_1282,1727_and_191493,1267_and_216935,79880_and_871324,52787_and_818,237258_and_328814_and_905,1827099_and_33034,1590_and_483012,179995_and_33935,29360_and_84030,79883_and_84032,208479_and_35833_and_358742,136857_and_626932,1646377_and_34038,1358_and_1515_and_46228,626931_and_88688,39497_and_40681,1510_and_29348_and_341225,316_and_454155,228604_and_29466,1670_and_588,33039_and_387661,28128_and_53363,43675_and_726,1691_and_28026_and_633701,284042_and_328812_and_387090,102862_and_584,153721_and_40214,1902_and_218538_and_309120,1260_and_1859290,251535_and_287_and_410072,470_and_582,293_and_32013,138595_and_1623,199_and_39778,589436_and_77095_and_839,29552_and_35825,1755626_and_291644_and_33043,308892_and_40324,166486_and_45254,1584_and_1630_and_39484,169435_and_214856_and_36848,1148157_and_626930,237258_and_328814,122355_and_1463864_and_317,189722_and_53440,78342_and_82135,261299_and_574375,1902_and_218538,60133_and_729,118748_and_1308,284042_and_387090,1691_and_28026,1755626_and_33043,589436_and_77095,251535_and_287,28116_and_40518_and_821,1264_and_1465754_and_69825,329854_and_452084,1535_and_589437,2139_and_44749_and_45851,294_and_39492_and_882211,122355_and_1463864,163202_and_310297_and_310298,28111_and_47879,29348_and_341225,1515_and_46228,1463837_and_301301_and_39485,29355_and_487175_and_817,1633_and_216816_and_40520,165179_and_187327_and_39029,1264_and_69825,46503_and_47678_and_57706,39492_and_882211,28116_and_821,397865_and_820_and_879,301301_and_39485,204516_and_2088_and_46506,310297_and_310298,163877_and_239935_and_454154,165179_and_187327,216816_and_40520,246787_and_328813,46503_and_47678,487175_and_817,397865_and_820,1113922_and_28117_and_823,1735_and_78346,239935_and_454154,1506_and_28125,204516_and_46506,33038_and_59310,1584_and_1630,169435_and_36848,28117_and_823,228603_and_28136,1582_and_1597,2139_and_45851,208479_and_358742,1303_and_28037
ERR1459035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.56034729811913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43465160536403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.10329939663525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.375072226070089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9822218524687703,0.0,0.0,0.0,0.0,0.0,-2.49640472033605,-2.5353863250029303,0.0,0.0,0.0,-2.46109810992042,5.16535976791809,0.0,-2.6208701251091604,4.32389981187681,0.0,0.0,-2.7474902761760496,0.0,0.0,0.0,4.2627469687938895,4.39141793172041,-4.53948021672846,-2.68263998515541,0.0,4.75879275163837,0.0,0.0,0.0,0.0,0.0,-4.646468752704981,0.0,0.0,0.0,0.0,0.0
ERR1459038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.981622084543839,0.0,0.0,0.0,0.0,0.0,-2.88439366214413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34717966200978,0.0,0.0,5.365213144254651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67170823093919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9959163718632995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.627534398986639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8220922304185403,0.0,0.0,4.06543442909327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.88800712673029,-3.0701063985926402,0.0,0.0,-4.34449761156449,0.0,0.0,0.0,-2.58388869158231,0.0,5.31758026700477,0.0,0.0,0.0,0.0,0.0,-4.47542649492323,0.0,0.0,0.0,0.0,0.0
ERR1459046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.548670833933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41442737614089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.76950054681136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1958550689144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7969156586670705,0.0,0.0,0.0,0.0,-5.535383352986269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34545659538411,0.0,0.0,0.0,-2.5686136914190696,0.0,0.0,-3.1703791643360297,0.0,0.0,0.0,0.0,0.0,4.44896941855488,0.0,0.167072990843668,-2.45809623165363,5.49125779188777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.25754756311768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1459048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6100585450276803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52075401071724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5384419507607703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2566652636784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3967104307819,0.0,0.0,0.0,0.0,-5.640709699935679,0.0,0.0,-5.53739770316709,-2.8035091889122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.855820354682151,0.0,0.0,1.31767081897241,-2.7469858887352503,0.0,-2.5198183163713996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7579191269642,-2.5492222455857,0.0,0.0,0.0,4.36445334979793,0.0,0.0,0.0,-4.41538244913926,0.0,0.0,0.0,0.0,0.0
ERR1459059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.49917445657152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.32869713576021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.46143986685279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.263338909164601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6291156159469704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.26688272652495,0.0,-2.4508140177808904,-4.55376182579289,-2.9527979363710695,0.0,0.0,0.0,0.0,0.0,1.08515665850042,-2.39404560457371,4.44584140818308,5.11439605027922,0.0,-4.24493439869852,0.0,0.0,0.0,-4.14660862275862,0.0,0.0,0.0,0.0,0.0
ERR1459060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.13735761791828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.434062795747731,0.0,0.0,-5.66228065223725,-2.31400979301029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.33970861756156,-2.31515992013342,0.0,0.0,-4.0079825307057595,0.0,0.0,1.22331824610074,-2.72001485948117,-4.05249420052336,-2.7021390759821498,0.0,0.0,0.0,0.0,0.0,0.0,-4.0099746093182,4.7112039339636995,-2.40923830101906,0.0,0.0,0.0,-4.680242168718309,0.0,0.0,0.0,-4.17292314490594,0.0,0.0,0.0,0.0,0.0
ERR1459078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66791746605686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.00124138885716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19830257127919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6209686016108895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84186520836068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9222549291430004,0.0,0.0,0.9438755204496551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0973443138724587,0.0,0.0,0.0,0.0,-2.40969153449027,0.0,0.0,-4.85493293572245,0.0,0.0,0.0,-2.94218970404324,0.0,4.17370816830576,0.0,0.0,0.0,0.0,0.0,5.09602205290894,0.0,0.0,0.0,0.0,0.0
ERR1459079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5439065877239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4061754596469695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5943618107952897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.22561727708271,0.0,0.0,-4.96644761681406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58461930995375,0.0,0.0,0.0,0.0,-0.7265806049686692,-2.46362276808137,0.0,0.0,0.0,0.0,0.0,-4.4766919630635,0.0,0.0,0.0,4.2671198050004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1459082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4509307587246503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.97718740751331,0.0,0.0,-5.35579814318593,0.0,0.0,0.0,0.0,0.0,0.0,-2.96725047193717,0.0,0.0,0.0,0.0,0.0,-2.53634618350318,0.0,0.0,0.0,0.0,1.10867009486733,-2.38716669095836,0.0,0.0,5.139428576177901,0.0,0.0,-4.39308045541092,0.0,0.0,0.0,4.13469399487595,-2.31517938591612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01000832504284,0.0,0.0,0.0,0.0,0.0
ERR1459084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41562617861177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18398727344904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3833795958753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4104252546304803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2841047156122403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17497900886715,0.0,0.0,0.0,0.0,-5.688236224816941,0.0,0.0,-5.44536897153557,0.0,0.0,0.0,0.0,0.0,0.0,-2.44647027107767,0.0,4.1281345537790095,0.0,0.0,0.0,-2.56319759219063,0.0,0.0,0.0,0.0,0.6479158266385849,-2.93365527753627,0.0,0.0,4.23741080871333,0.0,0.0,4.43958845951238,0.0,0.0,0.0,5.081239992585401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1459099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2836598921057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.49136066723833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31516325563548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1613615840902995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.475638884740831,0.0,0.0,-5.0234216796057005,0.0,0.0,3.9554149603343203,0.0,0.0,0.0,-2.36939152469559,0.0,0.0,0.0,0.0,-2.70510072652821,0.0,0.0,0.0,0.0,0.0,0.7375192438980791,0.0,0.0,0.0,-4.103906503795851,0.0,0.0,0.0,-4.07166919446166,0.0,4.68537189793834,0.0,-2.62228742131557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54193504576734,0.0,0.0,0.0,0.0,0.0
ERR1459106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.59420448532352,0.0,0.0,0.0,0.0,0.0,0.0,-2.46031219414528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.49329397380341,0.0,0.0,-2.47563180802907,0.0,0.0,0.0,0.0,-2.5081364623654396,4.26138572274089,-2.7865744151340897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.344219785133,4.28792007233994,-2.56507350210423,0.0,0.0,-4.826488466083781,-2.7277754174688,0.0,0.0,4.0484363654235604,0.0,0.0,4.442837630793151,-2.32232301283412,0.0,-4.72464561469337,0.0,0.0,0.0,0.0,0.0,4.022381449815129,0.0,0.0,0.0,0.0,0.0
ERR1459144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1432668041615295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.06655130807752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.444297806552429,0.0,0.0,0.0,0.0,-5.31142266960707,0.0,0.0,-2.87865751831209,-2.4455880910066203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.44831166678026,0.0,0.0,0.0,-4.23588282800884,-2.39655529551025,0.0,4.98598107930668,-2.8216258373756804,-0.173946382969322,0.0,0.0,0.0,0.0,0.0,0.0,4.15095553497199,0.0,4.887199310283759,-2.5428492165970797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4043440391328605,0.0,0.0,0.0,0.0,0.0
ERR1459171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36082922454497,0.0,0.0,-2.2321617513106298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.40956454252023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42895170029143,0.0,0.0,0.0,0.0,4.08907616490532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17348821176149,0.0,0.0,-3.1945849637674906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61573479720513,3.86621756398194,0.0,0.0,-5.53318346634087,0.0,0.0,-2.48673258972958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6670588034575498,0.0,-2.4172918701978703,0.0,0.0,0.0,0.0,4.30714719024896,0.0,4.61948135436233,0.0,0.0,0.0,0.0,4.18687233590591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
